OrderID,CustomerID,ProductName,Brand,Raw_Weight,Country,OrderDate,UnitPrice,Month,Year
REC-511376,7896,Werther's Original,Storck,135 g,Denmark,2026-01-13,9.54,January,2026
REC-721665,8220,Furrows Sea Salt & Vinegar,Tyrrells,Subjective,France,2025-04-09,20.26,April,2025
REC-632783,10363,Sea salt,popchips,Subjective,France,2024-09-02,20.63,September,2024
REC-562355,8788,Days Bake Rolls Pizza 80g,Days,80g,Romania,2024-04-10,17.52,April,2024
REC-430013,9722,LOTUS BISCOFF Speculoos Original - 375g (3x125g,BiscoffLotus,375 g,France,2026-01-03,5.62,January,2026
REC-447694,12129,Kitkat,Notknown,48,France,2025-04-21,15.78,April,2025
REC-807074,12989,Netsle Chocolat noir 100% cacao,Nestl,125 g,Morocco,2025-03-21,23.56,March,2025
REC-704083,13572,Pépito chocolat au lait,Lu Mondelez Ppito,192 g,France,2024-05-19,11.03,May,2024
REC-798949,8256,Noir Pistaches Caramélisées,Cte dOr,180 g,Belgium,2025-02-01,24.1,February,2025
REC-553265,7504,Colazione più con 5 cereali,Kinder,290 g,France,2025-12-27,10.14,December,2025
REC-185851,5067,Lay's Potato Chips,Lays,50 g,India,2024-03-22,21.81,March,2024
REC-752993,11735,hula hoops bbq,KP Snacks,6 x 24 g,Ireland,2025-02-14,3.74,February,2025
REC-986891,5790,Pain d'épices au miel,Carrefour,Subjective,France,2025-01-13,20.89,January,2025
REC-486665,7988,grenode salted peanut Protein Bar,Grenade,Subjective,Belgium,2025-10-04,4.28,October,2025
REC-970738,5431,Oaties,Tower Gate,Subjective,France,2025-03-03,8.68,March,2025
REC-615411,14006,Sweet & Salty Popcorn,Butterkist,100g,United Kingdom,2025-07-21,1.64,July,2025
REC-507905,6466,Rough Oatcakes,Notknown,250g,France,2024-08-08,10.29,August,2024
REC-215755,6706,Speculoos,Sondey,250g,Netherlands,2024-06-08,24.68,June,2024
REC-913871,5740,Dry Roasted Lightly Salted Peanuts,PLANTERS,Subjective,Spain,2024-12-15,19.15,December,2024
REC-600785,12959,Rich Tea,Belmont Biscuits,300 g,Ireland,2024-07-02,16.14,July,2024
REC-188902,5940,Organic Sea Salt Multigrain Tortilla Chips,Notknown,1,United States Of America,2024-08-22,19.48,August,2024
REC-290106,14654,Knoppers,Storck,25g,France,2024-09-23,19.79,September,2024
REC-713073,12678,Tartines Craquantes Sarrasin,Jardin bio La Nature Jardin Bio,150 g,France,2024-11-19,4.97,November,2024
REC-921661,7645,Mamia Strawberry and Apple Oaty Bars,Aldi,6x25g,United Kingdom,2024-03-17,3.87,March,2024
REC-952041,6128,Galaxy Minstrels Pouch Bag,Mars,125 g,United Kingdom,2024-12-19,22.71,December,2024
REC-880944,11162,Mint,Aldi,5 x 25 g,Ireland,2025-05-08,15.46,May,2025
REC-205848,12416,Meringue Nests,Tesco Finest,Subjective,United Kingdom,2024-12-31,18.45,December,2024
REC-246073,7229,Donuts,Sondey,Subjective,France,2024-06-22,4.11,June,2024
REC-641406,8425,Napolitain l'original,LU,12 x 30g,France,2024-10-23,14.24,October,2024
REC-998524,11543,Olive & rosemary ovali italian cracker crisps,Crosta  Mollica,Subjective,United Kingdom,2025-08-10,4.21,August,2025
REC-908164,8023,Salted peanuts,Sainsburys Stamford Street Co,200g,United Kingdom,2026-01-15,12.38,January,2026
REC-527294,14181,Pringles paprika 175 gr,Pringles,Subjective,Italy,2025-02-10,18.77,February,2025
REC-448274,11211,Eucalyptus,Ricola,"52,5 g",France,2025-02-11,19.83,February,2025
REC-618421,10071,Brets saveur Pili Pili,Notknown,125 g,France,2025-09-09,7.21,September,2025
REC-282857,13320,Krackwheat,Jacobs,230g,United Kingdom,2024-02-06,23.24,February,2024
REC-874480,11166,"VEGETABLES* Carottes, betteraves, patates douces, panais",Carrefour,100 g,France,2024-05-29,14.23,May,2024
REC-931323,5019,Bbq PopChips,popchips,17 g,United Kingdom,2024-04-27,13.8,April,2024
REC-794137,13235,Parle-G,Parle Britannia,100g,United States Of America,2024-06-23,18.64,June,2024
REC-468585,6950,Chips nature,Lays Lays,370 g,France,2025-05-20,21.58,May,2025
REC-710619,7309,Cookies Classique Noisette,Delacre,Subjective,Belgium,2025-09-08,4.83,September,2025
REC-245365,9662,Taste the Difference Brioche Burger Bun,Sainsburys,Subjective,United Kingdom,2025-09-08,2.08,September,2025
REC-904550,7153,Tartines craquantes noisette imp,Le Pain des Fleurs,Subjective,France,2025-10-29,14.94,October,2025
REC-165913,8331,NAKD PROTEIN - Caramel - | Barres protéinées | 7g de protéines végétales | 100% d'ingrédients naturels | Sans sucres ajoutés | 3 x 45g | 135g,Nakd,135 g,United Kingdom,2025-09-03,13.31,September,2025
REC-461493,5977,Grün-Ohr Hase vegan,Katjes,175g,Germany,2026-01-11,13.28,January,2026
REC-684418,11834,Digestive,Tesco,Subjective,Germany,2024-05-26,17.54,May,2024
REC-770021,6050,M&M’s Crispy,MMS,187 g,France,2025-12-30,17.68,December,2025
REC-733355,12789,Crushed Sea Salt & Black Peppercorn Crisps,Walkers Sensations,150g,United Kingdom,2024-04-27,10.6,April,2024
REC-833932,9364,Barre Cacahuètes Caramel Chocolat,Notknown,Subjective,France,2024-02-17,15.64,February,2024
REC-689052,7623,Hot Kickin' Sour Cream Flavour,Pringles,160g,Germany,2025-01-27,7.7,January,2025
REC-737554,6712,Salted Lentil Chips,Notknown,18g,United Kingdom,2024-12-31,17.82,December,2024
REC-132519,9486,Eat Natural Dark Chocolate With Cranberries And Macadam,Eat Natural,40 gram,United Kingdom,2026-01-03,13.95,January,2026
REC-880562,7080,Percy pig,Marks  Spencer,170g,Germany,2024-07-01,14.83,July,2024
REC-382215,10434,Raisins,Notknown,20 OZ (567g,United States Of America,2025-12-10,18.61,December,2025
REC-235620,12129,No Added Sugar Smooth Dark Chocolate,Sainsburys,100g,France,2025-08-04,15.16,August,2025
REC-753199,12825,Botersprits,Sondey,400g,France,2025-07-29,24.35,July,2025
REC-477150,12037,Stollen with Marzipan,Favorina Lidl,750 g,Belgium,2025-11-14,6.76,November,2025
REC-121367,6191,Snack Gurken,Max  Lena MyCubies,250g,France,2024-11-10,11.15,November,2024
REC-300247,5701,Saveur Sour Cream & Onion,Notknown,170 g,France,2024-06-15,7.56,June,2024
REC-224179,5852,Mini Gâches,Notknown,360 g,France,2025-11-10,18.01,November,2025
REC-407150,10888,BIO tortitas chips maiz,Notknown,125 g,France,2025-01-11,12.52,January,2025
REC-522316,13035,Bio crackers,GrafschafterLidlMaitre Jean PierreTastino,200 gram,Czech Republic,2025-12-07,24.71,December,2025
REC-523674,13062,madeleines coquilles,Tante Odile,400 g,France,2024-10-13,23.2,October,2024
REC-762440,12750,Granola Gros éclats de Chocolat,Granola Kraft Foods LU Mondelez Unilever,184 g (8 biscuits,France,2025-02-16,20.5,February,2025
REC-327006,5636,"Petit Déj, Céréales et chocolat",Gerbl,200 g (4x 50 g ,France,2025-11-09,16.3,November,2025
REC-175902,5418,Sablés Framboise Rooibos,Gerbl,150g,France,2024-10-27,1.68,October,2024
REC-882686,5061,Sablissime chocolat au lait,Bjorg,200 g,France,2024-07-23,14.63,July,2024
REC-597706,9077,Speculoos,Notknown,Subjective,France,2024-12-02,18.18,December,2024
REC-685903,8681,Petits boudoirs - Biscuit aux nourrissons,Babybio Vitagermine,120 g,France,2024-12-14,8.95,December,2024
REC-769923,11560,Barres céréales Goût Chocolat au lait - Banane,Carrefour Produits Blancs,150,France,2024-02-11,6.31,February,2024
REC-902446,11282,Chocolate 52% especial postres,Notknown,200 g,France,2024-07-22,24.93,July,2024
REC-879088,11280,La galette bretonne pur beurre,Marque Repre Ptit Dli,125 g,France,2025-05-31,20.2,May,2025
REC-334114,14276,Cacahuètes - Grillées & Salées,Marque Repre Tokapi,250 g,France,2025-01-28,17.34,January,2025
REC-379510,8366,Madeleines aux oeufs frais,Marque ReprePtit Dli,500 g,France,2024-08-31,20.57,August,2024
REC-882102,12717,Barres céréales Fraise,Bio Village Marque Repre,125 g,France,2026-01-02,17.01,January,2026
REC-445782,14560,Pain épice au miel,Bio VillageMarque Repre,300 g,France,2024-07-09,14.93,July,2024
REC-456394,14303,Бисквити Кафе,Sweet plus,160 г,Bulgaria,2025-09-08,20.92,September,2025
REC-181359,13011,Lindt Lindor Melkesjokolade Stick,Lindt  Sprngli,38g,Australia,2024-03-05,19.41,March,2024
REC-241264,5405,Chipsfrisch gesalzen,funny frisch,175g,France,2024-04-01,7.49,April,2024
REC-642279,11345,Butterkeks 30% weniger Zucker,Leibniz,150 g,Austria,2025-01-03,15.78,January,2025
REC-100353,10141,Choco Leibniz,LeibnizBahlsen,125g,Belgium,2025-10-10,5.59,October,2025
REC-115315,11500,BEEF JERKY ORIGINAL,JACK LINKS,25 g,Belgium,2025-07-14,16.42,July,2025
REC-928209,12001,Balisto yoberry,Balisto,"166,5 g",Austria,2024-09-14,14.31,September,2024
REC-997199,12845,Peanut Pouch,Notknown,125g,France,2024-12-10,6.92,December,2024
REC-736145,9785,Pastilles menthol-eucalyptus,Fishermans Friend,75 g (3 x 25 g,France,2025-01-02,12.43,January,2025
REC-909271,8611,Kettle Chips L / Salt 40g,Kettle,Subjective,France,2025-09-17,23.72,September,2025
REC-737379,13846,Eat Real Hummus Chips Tomato & Basil Flavour 45g,Eat Real,45g,Czech Republic,2025-10-14,22.36,October,2025
REC-989411,14672,Limited Edition Black Truffle & Sea Salt,Tyrrells,150 g,France,2025-07-03,16.11,July,2025
REC-384250,8700,Berry Delight,nkd,35 g,Czech Republic,2025-03-24,11.38,March,2025
REC-521919,10674,Sesame Snaps,Sesame Snaps,30 g,France,2024-11-20,8.73,November,2024
REC-957100,12896,M&M's Peanut,MMs,"90 g,",Belgium,2025-01-12,22.96,January,2025
REC-638980,8777,Barni ciocolata,Moldiez,30,France,2024-12-08,23.11,December,2024
REC-968085,14371,Classic Collection Chocolate Bars,Green  Blacks,Subjective,France,2024-03-06,16.75,March,2024
REC-668865,10360,Petit moelleux,LU,140 g,France,2024-06-01,16.92,June,2024
REC-744549,5976,Cote d'or noir truffé,cote dor,190 g,Belgium,2024-12-29,15.2,December,2024
REC-425220,7567,Raffaello gaufrettes enrobées de noix de coco fourrées cube x30- 300g,Confetteria raffaello Ferrero,300 g,France,2024-12-28,21.52,December,2024
REC-332734,8122,Mulino bianco abbracci biscuits au cacao et a la creme 350g,Mulino Bianco,350 g,Belgium,2025-10-25,20.88,October,2025
REC-361159,9772,Galleta María Ligera Sin Sal y Sin Azúcares Añadidos,Gulln,600 g (3 x 200 g,France,2025-06-18,16.6,June,2025
REC-412049,8134,Galletas mini caritas con crema de cacao,Notknown,329 g,Spain,2026-01-30,17.06,January,2026
REC-709917,5716,Protein Bar,Nutrend,Subjective,France,2025-03-21,6.61,March,2025
REC-860374,6360,Chocolate Chip Soft & Chewy Granola Bar,Kirkland Signature,24 g,United States Of America,2025-08-23,17.18,August,2025
REC-999038,6740,Choco noisette,Noiseraie,300 g,France,2025-11-03,10.28,November,2025
REC-555450,10633,Strawberry lunchbox loaves,Soreen,150g,United Kingdom,2025-10-13,11.93,October,2025
REC-480642,14880,Protein Arachidi & Cioccolato,General MillsNature Valley,4 x 40 g,Spain,2025-11-21,11.53,November,2025
REC-486275,10855,Galleta Choco Negro,Hacendado,"150 g (4 x 37,5 g",Portugal,2024-03-08,3.79,March,2024
REC-281382,13051,Sesame Snaps® 4 x,Sesame Snaps,120 g,United Kingdom,2025-02-11,15.44,February,2025
REC-282934,5125,popcorn,Snack day,300 g,Bulgaria,2025-08-24,6.86,August,2025
REC-845560,7454,hanuta Riegel,Ferrero Hanuta,34.5g,Bulgaria,2025-02-19,9.14,February,2025
REC-670645,5190,Jengibre,Hacendado,350,Spain,2024-04-30,4.68,April,2024
REC-388577,13112,Grain Free Tortilla Chips,Siete,5 oz (142 g,France,2024-04-23,15.58,April,2024
REC-543669,6893,Hula Hoops Original,Hula Hoops KP Snacks,12 x 24g,United Kingdom,2024-11-09,24.45,November,2024
REC-666258,5509,"Galactic Brownies With Chocolate Candies, Chocolate Candies",Mr Brownie,1 brownie,France,2026-01-27,22.36,January,2026
REC-492857,7396,Ridge Cut Flame Grilled Steak,McCoys,Subjective,United Kingdom,2024-08-21,18.17,August,2024
REC-592930,8252,Lightly Salted Hand Cooked Crinkle Cut Crisis,aldi,Subjective,United Kingdom,2025-01-10,16.41,January,2025
REC-800842,9071,Sea Salted Crisps,Asda,Subjective,United Kingdom,2025-06-30,1.33,June,2025
REC-321199,5039,Baked squeezed pretzels with tomatoes and herbs,Elephant,70g,France,2025-06-01,21.8,June,2025
REC-126461,14406,Multigrain Bites,Snaktastic,Subjective,United Kingdom,2024-10-24,19.42,October,2024
REC-412141,13151,Wasa delicate crisp rosemary 190g we,Wasa,190 g,Belgium,2024-11-16,11.49,November,2024
REC-143872,10856,Gifflar Vanilla,Pgen AB,260g,France,2025-10-07,23.08,October,2025
REC-678709,11965,Taste the Difference Sea Salt & Suffolk Cider Vinegar Potato Crisps,Sainsburys,150g,United Kingdom,2025-10-28,6.09,October,2025
REC-145995,12011,Cream crackers,MS,300g,France,2025-05-18,19.11,May,2025
REC-991264,10838,Dark 85% cacao,Nestl,120 g,Spain,2025-11-27,3.12,November,2025
REC-436554,9919,Barres de céréales Fruits Rouges,Graina,126 g,France,2024-10-05,3.61,October,2024
REC-996544,13375,Goûters BN au chocolat,BN,2 x 285 g,France,2024-05-06,14.07,May,2024
REC-783197,13818,Protein Flapjacks: Smooth Lemon,Trek,3 x 50 g,United Kingdom,2025-10-10,11.7,October,2025
REC-587460,7348,Peanut Snaps,PEANUT SNAPS,3 x 40 g,France,2025-04-21,20.29,April,2025
REC-111609,5943,Nachos,Snack DayLidl,150 g,Spain,2024-11-04,12.45,November,2024
REC-448171,8938,Delight Bar Cocoa Orange,Alesto,50g,Austria,2024-05-27,15.52,May,2024
REC-905940,13142,Ricola douceur de miel,Notknown,50 g,Brazil,2025-07-14,24.46,July,2025
REC-470578,8436,Parmesan & Garlic Twists,Tesco,Subjective,United Kingdom,2024-08-05,6.08,August,2024
REC-458197,7226,Doritos flamin hot,Doritos,Subjective,Mexico,2024-08-18,9.4,August,2024
REC-784321,13023,NAKD Cacahuète Chocolish - 120g (4x1p,Nakd,Subjective,Belgium,2024-05-07,21.95,May,2024
REC-365158,11522,Maple Pecan Almond,Kind,3×30g,United Kingdom,2025-12-20,9.62,December,2025
REC-214249,10522,Pico-Balla,Haribo,160g,Germany,2025-01-21,24.44,January,2025
REC-989140,5646,Baked - 6 Pack,Walkers,132g,United Kingdom,2024-05-20,17.79,May,2024
REC-535776,7931,Milka,Milka,Subjective,Mexico,2024-09-03,1.31,September,2024
REC-805703,7375,Chipsfrisch Oriental,FunnyFrisch,150g,Germany,2025-06-25,22.49,June,2025
REC-908216,8695,Tobigo crousty,Notknown,Subjective,Mexico,2024-05-08,23.92,May,2024
REC-634019,7241,Organic Garden Crisp Veggie cracker,innofoods organicbiologique Inno Foods,454g,Canada,2025-06-16,24.51,June,2025
REC-217723,10807,Chocolate negro 55% cacao con almendras,Hacendado,200 g,Morocco,2024-11-04,12.06,November,2024
REC-277449,6397,Nestlé Kitkat Cereal,nestle,330g,Morocco,2025-10-21,3.71,October,2025
REC-419791,11740,celebrations,Celebrations,600g,United Kingdom,2024-04-17,9.64,April,2024
REC-171743,11624,Mini Cheese Crackers,Organix,Subjective,United Kingdom,2024-07-25,18.12,July,2024
REC-570067,11721,Brunch Choc Chip,Cadbury,5 x 28g (140g,Switzerland,2025-04-01,4.28,April,2025
REC-843900,7961,Tartines crac form,Gerbl,250g,France,2026-01-22,8.77,January,2026
REC-395126,13073,Shortbread Fingers,Walkers,150 g,Germany,2024-05-31,22.74,May,2024
REC-662685,12107,Lightly Salted Crispy Baked Veggie Snacks,Harvest Snaps,3.3oz (94g,United States Of America,2024-03-31,20.85,March,2024
REC-284912,9354,Muesli Bar Cranberry,Crownfield,200 g (8 Riegel x 25 g,France,2025-08-12,13.82,August,2025
REC-621713,9414,Fior di Integrale,Realforno,700 g,Italy,2025-06-06,23.6,June,2025
REC-746426,5127,Petit beurre,Tastino,Subjective,France,2025-10-17,19.39,October,2025
REC-173059,10918,Weisse Kokos & Flakes,Bellarom Fin Carr Lidl,200 g,France,2024-12-21,15.13,December,2024
REC-396285,7768,Envitas Cacao,Sondey,253 g,France,2024-12-02,3.46,December,2024
REC-285949,5853,Waffle Rolls with vanilla flavour filling,TastinoLidl,Subjective,Czech Republic,2026-01-23,2.5,January,2026
REC-298711,11802,Halloween popcorn sweet,Lidl McEnnedy,250g,France,2024-03-15,23.81,March,2024
REC-877903,7732,Bonbons menthe et saveur eucalyptus,Feel Free,Subjective,France,2025-10-10,5.42,October,2025
REC-157093,12802,Pépito Mini Roulés Chocolat,LU Ppito,150 g,France,2024-11-06,13.44,November,2024
REC-988028,11786,Mikado chocolat noir,Glico LU Mikado Mondelez,90 g,Belgium,2024-03-27,11.08,March,2024
REC-459068,10824,Clafoutis aux cerises,La Laitire Nestl,340 g (4x85g,France,2025-03-25,19.66,March,2025
REC-501105,10500,Lulu l ourson,LU,300 g,France,2025-01-30,10.42,January,2025
REC-387063,7982,Tronches de cake - Moelleux Chocolat,St Michel,Subjective,France,2024-08-24,5.05,August,2024
REC-338073,13445,Barres de céréales à la figue x,Chabrior,126 g,France,2024-10-10,19.38,October,2024
REC-210575,11001,Monster Munch goût ketchup,Intersnack Vico,85 g,Belgium,2024-07-25,12.36,July,2024
REC-393812,10296,Curly Cacahuète l'Original - Format Party 230 g,Vico,230 g,France,2025-05-16,22.88,May,2025
REC-314581,13038,Gâche tranchée pur beurre 450g,U U Saveurs,450 g,France,2025-01-17,4.54,January,2025
REC-533494,5855,Tartines craquantes bio au maïs,Le pain des fleurs,"150 g, 2 sachets",France,2024-07-09,9.18,July,2024
REC-145627,11864,SABLES NOIX DE COCO ET CITRON,Jardin bio La Nature,150 g,France,2025-11-20,19.67,November,2025
REC-138210,6638,Chips Brets la craquante,Brets,6 x 25g,France,2025-05-12,15.04,May,2025
REC-951202,9236,Cookie avell choc,Carrefour,200 g,France,2025-09-29,23.77,September,2025
REC-184422,13794,Grissini Sésame et Huile d'olive,Notknown,125 g,France,2025-05-10,7.21,May,2025
REC-219707,5948,petits chinois,La Fourne dore,300 g,France,2025-09-02,2.0,September,2025
REC-430473,7070,Noir Pérou éclats de menthe,Alter Eco,100 g,France,2025-05-06,2.77,May,2025
REC-138738,13035,Biscuits petit épeautre sésame,Biocoop,Subjective,France,2025-08-12,23.98,August,2025
REC-477296,5834,Sablés apéritif cantal aop et pointe de noix de muscade,Michel et Augustin,Subjective,France,2024-05-20,1.26,May,2024
REC-602146,12407,Chipsfrisch Oriental,funnyfrisch,175 g,Germany,2024-10-19,7.98,October,2024
REC-738296,14481,Gewürz-Spekulatius,Notknown,600g,Germany,2024-11-10,13.89,November,2024
REC-499799,5269,Duplo Riegel 10er-Pack,Ferrero,182 g,France,2024-08-30,19.62,August,2024
REC-652939,11997,Kinder Country,Notknown,23.5g,Austria,2025-05-24,17.98,May,2025
REC-240164,13307,Cheddar Twists,Waitrose,125g,United Kingdom,2025-11-18,17.47,November,2025
REC-392815,11000,Twirl,Cadbury,43g,France,2025-08-30,22.57,August,2025
REC-276178,9475,Sensations Roasted Chicken & Thyme Flavour Potato Crisps,Walkers,150g,France,2025-04-02,19.72,April,2025
REC-824951,8040,Raspberry flavour jelly,Hartleys,135 g e,France,2025-06-04,12.55,June,2025
REC-591998,6525,Pringles Potatoes chips Ketchup,Pringles,165g,France,2024-12-19,15.64,December,2024
REC-247248,7143,Delicious Crunchy Corn,Love Corn,45g,France,2024-03-26,4.88,March,2024
REC-792275,7068,Tuc Paprika,Mondelez International Tuc,100g,France,2024-12-25,14.24,December,2024
REC-660223,13339,Peppermint frisk,Frisk,"5,7 g",Belgium,2025-01-21,1.54,January,2025
REC-220421,7675,Brino,Bifa fzf da,100 g,Algeria,2025-04-25,22.77,April,2025
REC-788592,14849,Noir aux Pépites de Café,Villars,100 g,France,2025-11-28,7.09,November,2025
REC-517407,5532,FLUTES SESAME 125G - KAMBLY - 125g,Kambly,125 g,France,2024-06-17,18.58,June,2024
REC-994422,5573,NESTLE DESSERT Praliné,Notknown,170 g,France,2025-04-11,22.97,April,2025
REC-460066,7398,Petit brun extra,Mondelez Mondelez International,150 g e,France,2025-07-21,16.32,July,2025
REC-216006,13706,Assortiment Lindor,Lindt Lindt  Sprngli,337 g e,France,2025-04-02,13.85,April,2025
REC-166251,14433,Ottimini Integrali,Divella Fantasie del Mattino Ottimini,400 g - 14.11 oz,Bolivia,2025-01-14,13.65,January,2025
REC-541805,5134,Pop Corn Doux,Notknown,3 X 100 g,Belgium,2025-04-17,5.19,April,2025
REC-465416,14021,Lays 20rs,PepsiCoLays,55 g,India,2025-10-14,6.98,October,2025
REC-487835,11597,cacao noir tanzanie,Carrefour Carrefour Selection,Subjective,France,2024-10-31,12.16,October,2024
REC-867336,6131,Organic Roasted Seaweed Snack,Kirkland Signature,17 g,France,2025-11-01,11.07,November,2025
REC-317372,14172,Extra barre kellogg's,Kelloggs,Subjective,France,2025-03-04,19.31,March,2025
REC-708196,7002,Financiers aux amandes Bio,Sondey,150 g,France,2025-04-12,23.55,April,2025
REC-408045,13999,Palomitas saladas,Snack day,3x100g,Spain,2025-08-12,22.68,August,2025
REC-702831,14480,salt chips,Snack Day,Subjective,European Union,2025-10-12,16.85,October,2025
REC-554812,6814,Chocolate Salted Caramel Flavour Vitamin & Protein Bar,Fulfil,40g,Spain,2025-08-15,22.7,August,2025
REC-763961,14136,Intenso 80% noir,Trapa,175 g,Spain,2024-10-22,18.3,October,2024
REC-729724,10659,Salt & Malt Vinegar Crisps,McCoys,25g,United Kingdom,2025-06-21,9.77,June,2025
REC-758474,14045,Magretti,Galbusera,350g,Italy,2024-02-09,1.74,February,2024
REC-695786,5697,G TIRLIBIBI BOX HARIBO,Haribo,750 g,France,2024-12-09,13.09,December,2024
REC-477809,14274,Fibra 75% trigo,Notknown,185 g,Spain,2025-08-24,19.35,August,2025
REC-412522,8736,Schär Curvies BBQ,Schar,170g,Spain,2025-06-27,9.19,June,2025
REC-161920,10904,Kumato,Trader Joes,255 g,Jersey,2025-11-18,5.38,November,2025
REC-779176,6456,Chocolat Noir,U U Bio,100 g,France,2024-05-07,5.5,May,2024
REC-454097,11870,Saltletts Pausen Cracker,Lorenz,100g,Germany,2025-03-18,18.73,March,2025
REC-980366,12570,Sablés céréales graines chia et lin,Bisson,200 g ( 20 x 10 g,France,2024-02-27,10.24,February,2024
REC-269782,8183,Finn Crisp Snacks,Finn CrispLandmnnen,150g,Germany,2024-08-22,15.28,August,2024
REC-964890,9642,Schoko Reiswaffeln Zartbitter,Alnatura Alnatura GmbH Alnatura Bio,100 g,France,2025-10-27,6.95,October,2025
REC-223639,12649,Edel Bitter 100% cacao nibs,VIVANI,80 g,France,2025-05-18,4.45,May,2025
REC-400054,13052,Mature cheddar & red onion hand cooked crisps,Dettol,150g,United Kingdom,2025-12-27,18.62,December,2025
REC-163281,13063,Gâche tranchrée bio,la fourne dore,400g,France,2025-04-05,14.26,April,2025
REC-891050,6111,Barquillos Avellana,Hacendado,250 g,Portugal,2026-01-19,6.72,January,2026
REC-303621,14397,Schiaccianoci,Mulino Bianco barilla mulino bianco,300 g,Italy,2025-06-17,5.78,June,2025
REC-880363,11730,XXL Erdnüsse,Alesto,1000g,France,2025-08-18,14.28,August,2025
REC-458123,9366,Mini fourrés cœur chocolat,Notknown,14x30g - 420g,France,2024-07-17,19.83,July,2024
REC-540614,5620,Chocolate Negro,fin CARRLidl,100 g,Bulgaria,2025-05-02,22.99,May,2025
REC-659085,10195,Chocolat noir 70% Cacao Sel rose de l'Himalaya,Lindt,100 g,France,2024-03-23,16.54,March,2024
REC-885652,6890,La Madeleine coeur myrtille,Bonne Maman,300 g,France,2024-12-31,24.78,December,2024
REC-179889,13249,Madeleines moelleuses,St Michel,250 g,France,2025-12-23,6.15,December,2025
REC-577925,7238,Pain lait bio* far complet x8 280g,Bien,280 g,France,2026-01-22,17.88,January,2026
REC-229696,11481,Mini Breadsticks,Tesco,Subjective,United Kingdom,2024-07-21,22.33,July,2024
REC-411404,14652,Barre protein graines & fruits rouges,Carrefour CarrefourCarrefour Sensation,128 g (4 x 32 g,France,2025-09-20,2.57,September,2025
REC-744427,9260,Settembrini mb 300g,Barilla Mulino Bianco,300 g,Italy,2025-01-02,17.46,January,2025
REC-132478,11975,Flash,Notknown,Subjective,Mexico,2024-03-17,13.34,March,2024
REC-685006,11334,Noir,Notknown,Subjective,France,2025-11-28,11.29,November,2025
REC-635067,14627,Filipinos Chocolate Blanco,ArtiachFilipinos,128 g,Finland,2025-11-22,4.45,November,2025
REC-385425,11014,High Protein Cookie,Lidl,45 g,France,2025-12-04,13.31,December,2025
REC-141497,13573,Madeleines Vanille Sorties du Four,Le Ster,Subjective,France,2024-12-18,4.38,December,2024
REC-754925,8813,Savane max de sensations,Brossard,7 x 30 g,France,2024-09-14,16.76,September,2024
REC-633137,5262,Crackers,Ritz Crackers,200 g,France,2024-04-01,10.19,April,2024
REC-136094,14252,Lightly Salted Rice Crackers,Asia Specialities,100 g,United Kingdom,2025-10-10,20.97,October,2025
REC-705087,11327,Fornula,Notknown,Subjective,Morocco,2025-01-08,4.08,January,2025
REC-133355,11290,"Hazelnut, Pecan & Maple Oat Bar",deliciously ella,50g,United Kingdom,2024-12-21,6.79,December,2024
REC-546449,5548,Salt and peppers cashews,Alesto,150 g,United Kingdom,2025-09-21,16.6,September,2025
REC-723263,12478,M&M's,MMsMars inc,600g,France,2025-08-12,2.16,August,2025
REC-709572,9141,X100G MAITRE CHOCOLATIER LAIT,Lindt,300 g,France,2024-10-05,13.09,October,2024
REC-331239,6608,Vollmilchschokolade Erdnüsse,Choco Moment,260 g,France,2025-10-31,11.69,October,2025
REC-151913,12567,Barre lait et céréales,Lidl Mister Choc,Subjective,Germany,2025-05-02,15.1,May,2025
REC-961804,7275,Fourrés cacao,Biocoop,300 g,France,2025-02-24,8.38,February,2025
REC-686523,6610,Roasted Almond Trail Mix Bar,Deliciously Ella,40g,United Kingdom,2025-02-01,18.69,February,2025
REC-866328,6942,Choco sensations,Milka,208g et 8 biscuits,France,2025-12-27,12.97,December,2025
REC-639206,6328,Flips Géant peanut,MCENNEDY American Way,450g,Romania,2024-08-21,5.12,August,2024
REC-435783,10459,Wafer,Sondey,280 g,Bulgaria,2025-06-18,22.39,June,2025
REC-705069,13777,Sergio,Excelo,250 g,Morocco,2025-03-18,8.34,March,2025
REC-605683,7525,lays,Lays,97g,Morocco,2024-06-12,1.74,June,2024
REC-569045,12189,Extra dark chocolate created for bakers,Dr Oetker,Subjective,United Kingdom,2024-08-06,7.59,August,2024
REC-771999,14873,"Fruit & Fibre Bars, Strawberry & Raspberry",Nkd,44g x 3,United Kingdom,2024-07-21,9.05,July,2024
REC-106290,12528,NESTLÉ DESSERT 80% Puissant 170g,Nestl Dessert,170 g,France,2024-07-20,15.13,July,2024
REC-913871,5585,Almond & Apricot Fruit & Nut Bars,Eat Natural,40 gram,United Kingdom,2025-07-01,21.59,July,2025
REC-133783,9822,Nooco,nooco,45g,Morocco,2024-04-24,19.22,April,2024
REC-698092,6442,Oatcakes,Simply MS,300g,France,2025-12-16,21.83,December,2025
REC-218515,14265,Harina preparada completamente para hacer Hot Cakes,Krusteaz,4.53 kg,United States Of America,2025-08-22,10.59,August,2025
REC-173592,7339,CRUNCHY PEANUT BUTTER,CLIF BAR,2.40 oz,Australia,2026-01-02,8.98,January,2026
REC-289718,9508,Knackebrod Rag,Ikea,250 g,France,2024-12-14,21.12,December,2024
